WER	LAAL	LAAL_CA	AL	AL_CA	AP	AP_CA	DAL	DAL_CA	ATD	ATD_CA
47.368	1873.63	2397.37	1527.202	2127.925	0.868	1.045	1982.864	2859.148	2194.573	2325.307
